Oil Priority,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
HIGH,Metros Chicken,fried_chicken,"102, High Street, N8 2, London",N8 2,,,51.5876465,-0.1162521,OpenStreetMap,False,,
HIGH,Metros Chicken,fried_chicken,"102, High Street, N8 4, London",N8 4,,,51.5876465,-0.1162521,OpenStreetMap,False,,
HIGH,Metros Chicken,fried_chicken,"102, High Street, N8 6, London",N8 6,,,51.5876465,-0.1162521,OpenStreetMap,False,,
HIGH,Metros Chicken,fried_chicken,"102, High Street, N8 8, London",N8 8,,,51.5876465,-0.1162521,OpenStreetMap,False,,
HIGH,Metros Chicken,fried_chicken,"102, High Street, N8 9, London",N8 9,,,51.5876465,-0.1162521,OpenStreetMap,False,,
HIGH,Metros Chicken,fried_chicken,"102, High Street, N22 2, London",N22 2,,,51.5876465,-0.1162521,OpenStreetMap,False,,
HIGH,Milanos Pizza,pizza,"N6 0, London",N6 0,+44 20 8341 1777,,51.5726807,-0.1400925,OpenStreetMap,False,,
HIGH,Milanos Pizza,pizza,"N6 1, London",N6 1,+44 20 8341 1777,,51.5726807,-0.1400925,OpenStreetMap,False,,
HIGH,Milanos Pizza,pizza,"N6 3, London",N6 3,+44 20 8341 1777,,51.5726807,-0.1400925,OpenStreetMap,False,,
HIGH,Milanos Pizza,pizza,"N6 4, London",N6 4,+44 20 8341 1777,,51.5726807,-0.1400925,OpenStreetMap,False,,
HIGH,Milanos Pizza,pizza,"N6 5, London",N6 5,+44 20 8341 1777,,51.5726807,-0.1400925,OpenStreetMap,False,,
HIGH,Milanos Pizza,pizza,"N6 6, London",N6 6,+44 20 8341 1777,,51.5726807,-0.1400925,OpenStreetMap,False,,
HIGH,Milanos Pizza,pizza,"N6 7, London",N6 7,+44 20 8341 1777,,51.5726807,-0.1400925,OpenStreetMap,False,,
HIGH,Milanos Pizza,pizza,"N6 8, London",N6 8,+44 20 8341 1777,,51.5726807,-0.1400925,OpenStreetMap,False,,
HIGH,Mitchelle’s Goodies & More,crepe,"21, High Street, N2 8, London",N2 8,,,51.5878525,-0.1180259,OpenStreetMap,False,,
HIGH,Mitchelle’s Goodies & More,crepe,"21, High Street, N6 2, London",N6 2,,,51.5878525,-0.1180259,OpenStreetMap,False,,
HIGH,Mitchelle’s Goodies & More,crepe,"21, High Street, N8 4, London",N8 4,,,51.5878525,-0.1180259,OpenStreetMap,False,,
HIGH,Mitchelle’s Goodies & More,crepe,"21, High Street, N8 5, London",N8 5,,,51.5878525,-0.1180259,OpenStreetMap,False,,
HIGH,Mitchelle’s Goodies & More,crepe,"21, High Street, N22 2, London",N22 2,,,51.5878525,-0.1180259,OpenStreetMap,False,,
HIGH,Mohammedi Indian Takeaway,indian,"136c, Myddleton Road, N11 5, London",N11 5,,,51.6066626,-0.1195045,OpenStreetMap,False,,
HIGH,Mohammedi Indian Takeaway,indian,"136c, Myddleton Road, N22 0, London",N22 0,,,51.6066626,-0.1195045,OpenStreetMap,False,,
HIGH,Mohammedi Indian Takeaway,indian,"136c, Myddleton Road, N22 4, London",N22 4,,,51.6066626,-0.1195045,OpenStreetMap,False,,
HIGH,Mohammedi Indian Takeaway,indian,"136c, Myddleton Road, N22 6, London",N22 6,,,51.6066626,-0.1195045,OpenStreetMap,False,,
HIGH,Momo's,japanese,"N2 8, London",N2 8,,,51.5943569,-0.1080193,OpenStreetMap,False,,
HIGH,Momo's,japanese,"N6 2, London",N6 2,,,51.5943569,-0.1080193,OpenStreetMap,False,,
HIGH,Momo's,japanese,"N8 4, London",N8 4,,,51.5943569,-0.1080193,OpenStreetMap,False,,
HIGH,Momo's,japanese,"N22 1, London",N22 1,,,51.5943569,-0.1080193,OpenStreetMap,False,,
HIGH,Momo's,japanese,"N22 2, London",N22 2,,,51.5943569,-0.1080193,OpenStreetMap,False,,
HIGH,Momo's,japanese,"N22 5, London",N22 5,,,51.5943569,-0.1080193,OpenStreetMap,False,,
HIGH,Momo's,japanese,"N22 7, London",N22 7,,,51.5943569,-0.1080193,OpenStreetMap,False,,
HIGH,Momo's,japanese,"N22 9, London",N22 9,,,51.5943569,-0.1080193,OpenStreetMap,False,,
HIGH,Moonlounge,mediterranean;burger;pasta,"34, High Street, N2 8, London",N2 8,+44 7467 542 057,https://moonlounge.uk,51.5873437,-0.1199754,OpenStreetMap,True,2025-06-25,yes
HIGH,Moonlounge,mediterranean;burger;pasta,"34, High Street, N6 2, London",N6 2,+44 7467 542 057,https://moonlounge.uk,51.5873437,-0.1199754,OpenStreetMap,True,2025-06-25,yes
HIGH,Moonlounge,mediterranean;burger;pasta,"34, High Street, N8 5, London",N8 5,+44 7467 542 057,https://moonlounge.uk,51.5873437,-0.1199754,OpenStreetMap,True,2025-06-25,yes
HIGH,Moonlounge,mediterranean;burger;pasta,"34, High Street, N22 2, London",N22 2,+44 7467 542 057,https://moonlounge.uk,51.5873437,-0.1199754,OpenStreetMap,True,2025-06-25,yes
HIGH,Morley's,chicken,"121, Stroud Green Road, N4 8, London",N4 8,,,51.5692866,-0.1124017,OpenStreetMap,False,,
HIGH,Morley's,chicken,"121, Stroud Green Road, N4 9, London",N4 9,,,51.5692866,-0.1124017,OpenStreetMap,False,,
HIGH,N15 Fish N Chips,fish_and_chips,"N15 2, London",N15 2,,,51.5846866,-0.0672378,OpenStreetMap,False,,
HIGH,N15 Fish N Chips,fish_and_chips,"N15 3, London",N15 3,,,51.5846866,-0.0672378,OpenStreetMap,False,,
HIGH,N15 Fish N Chips,fish_and_chips,"N15 7, London",N15 7,,,51.5846866,-0.0672378,OpenStreetMap,False,,
HIGH,N4 Cafe,fast_food,"351, Green Lanes, N4 4, London",N4 4,,,51.5761356,-0.0987205,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N2 8, London",N2 8,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"N4 8, London",N4 8,,https://www.nandos.co.uk/restaurants/finsbury-park,51.5686345,-0.1103915,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"N4 9, London",N4 9,,https://www.nandos.co.uk/restaurants/finsbury-park,51.5686345,-0.1103915,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N6 2, London",N6 2,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N8 4, London",N8 4,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N22 1, London",N22 1,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N22 2, London",N22 2,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N22 5, London",N22 5,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N22 6, London",N22 6,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N22 7, London",N22 7,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Nando's,chicken;portuguese,"180, High Road, N22 9, London",N22 9,+44208 889 2936,https://www.nandos.co.uk/restaurants/wood-green,51.5970124,-0.1087706,OpenStreetMap,False,,
HIGH,Napoli,pizza,"12, Turnpike Lane, N2 8, London",N2 8,,,51.5901398,-0.1043694,OpenStreetMap,False,,
HIGH,Napoli,pizza,"12, Turnpike Lane, N6 2, London",N6 2,,,51.5901398,-0.1043694,OpenStreetMap,False,,
HIGH,Napoli,pizza,"12, Turnpike Lane, N8 4, London",N8 4,,,51.5901398,-0.1043694,OpenStreetMap,False,,
HIGH,Napoli,pizza,"12, Turnpike Lane, N22 1, London",N22 1,,,51.5901398,-0.1043694,OpenStreetMap,False,,
HIGH,Napoli,pizza,"12, Turnpike Lane, N22 2, London",N22 2,,,51.5901398,-0.1043694,OpenStreetMap,False,,
HIGH,Napoli,pizza,"12, Turnpike Lane, N22 5, London",N22 5,,,51.5901398,-0.1043694,OpenStreetMap,False,,
HIGH,Napoli,fast_food,"N22 6, London",N22 6,+44 20 8888 7677,https://www.napolipizzeria.co.uk/,51.5988435,-0.1220687,OpenStreetMap,False,,
HIGH,Napoli,pizza,"12, Turnpike Lane, N22 7, London",N22 7,,,51.5901398,-0.1043694,OpenStreetMap,False,,
HIGH,Napoli,pizza,"12, Turnpike Lane, N22 9, London",N22 9,,,51.5901398,-0.1043694,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 0, London",N17 0,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 1, London",N17 1,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 2, London",N17 2,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 3, London",N17 3,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 4, London",N17 4,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 5, London",N17 5,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 6, London",N17 6,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 7, London",N17 7,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,Neighbours Fish Bar,fish_and_chips,"153, Mount Pleasant Road, N17 9, London",N17 9,+44 20 8880 9282,,51.5936774,-0.0784966,OpenStreetMap,False,,
HIGH,New Capital Kebab,kebab,"2, Wellington Terrace, N2 8, London",N2 8,,,51.590328,-0.1040197,OpenStreetMap,False,,
HIGH,New Capital Kebab,kebab,"2, Wellington Terrace, N6 2, London",N6 2,,,51.590328,-0.1040197,OpenStreetMap,False,,
HIGH,New Capital Kebab,kebab,"2, Wellington Terrace, N8 4, London",N8 4,,,51.590328,-0.1040197,OpenStreetMap,False,,
HIGH,New Capital Kebab,kebab,"2, Wellington Terrace, N22 1, London",N22 1,,,51.590328,-0.1040197,OpenStreetMap,False,,
HIGH,New Capital Kebab,kebab,"2, Wellington Terrace, N22 2, London",N22 2,,,51.590328,-0.1040197,OpenStreetMap,False,,
HIGH,New Capital Kebab,kebab,"2, Wellington Terrace, N22 5, London",N22 5,,,51.590328,-0.1040197,OpenStreetMap,False,,
HIGH,New Capital Kebab,kebab,"2, Wellington Terrace, N22 7, London",N22 7,,,51.590328,-0.1040197,OpenStreetMap,False,,
HIGH,New Capital Kebab,kebab,"2, Wellington Terrace, N22 9, London",N22 9,,,51.590328,-0.1040197,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 0, London",N8 0,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 1, London",N8 1,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 2, London",N8 2,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 3, London",N8 3,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 5, London",N8 5,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 6, London",N8 6,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 7, London",N8 7,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 8, London",N8 8,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nonnos Pizza,restaurant,"33-35, Park Road, N8 9, London",N8 9,,https://www.nonnospizza.co.uk/,51.5808852,-0.1252499,OpenStreetMap,False,,
HIGH,Nori,asian;sushi,"Colney Hatch Lane, N10 3, London",N10 3,+44 20 8359 7422,https://noripanasianonline.com,51.6006926,-0.1481236,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 0, London",N8 0,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 1, London",N8 1,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 2, London",N8 2,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 3, London",N8 3,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 5, London",N8 5,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 6, London",N8 6,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 7, London",N8 7,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 8, London",N8 8,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,OPA Greek & Cyprus Taste,greek,"4, Park Road, N8 9, London",N8 9,,,51.5805508,-0.1241031,OpenStreetMap,False,,
HIGH,Oak Chinese & Pizza,pizza,"75, Hazelville Road, N8 7, London",N8 7,,https://the-oak.co.uk/,51.5718094,-0.1295131,OpenStreetMap,False,,
HIGH,Ooh Yes Fish Bar,fish_and_chips,"16, Green Lanes, N22 0, London",N22 0,,,51.6086769,-0.1099572,OpenStreetMap,False,,
HIGH,Ooh Yes Fish Bar,fish_and_chips,"16, Green Lanes, N22 3, London",N22 3,,,51.6086769,-0.1099572,OpenStreetMap,False,,
HIGH,Ooh Yes Fish Bar,fish_and_chips,"16, Green Lanes, N22 4, London",N22 4,,,51.6086769,-0.1099572,OpenStreetMap,False,,
HIGH,Ooh Yes Fish Bar,fish_and_chips,"16, Green Lanes, N22 6, London",N22 6,,,51.6086769,-0.1099572,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 0, London",N11 0,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 1, London",N11 1,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 2, London",N11 2,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 3, London",N11 3,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 4, London",N11 4,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 5, London",N11 5,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 6, London",N11 6,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 7, London",N11 7,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 8, London",N11 8,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N11 9, London",N11 9,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N22 0, London",N22 0,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oriental Chef Noodle Cafe,fast_food,"N22 4, London",N22 4,,,51.607002,-0.1236441,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 0, London",N17 0,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 1, London",N17 1,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 2, London",N17 2,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 3, London",N17 3,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 4, London",N17 4,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 5, London",N17 5,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 6, London",N17 6,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 7, London",N17 7,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 8, London",N17 8,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Oz Erciyes,kebab,"477, High Road, N17 9, London",N17 9,,,51.5926658,-0.0699273,OpenStreetMap,False,,
HIGH,Paradise Kitchen,kebab,"15a, Turnpike Lane, N2 8, London",N2 8,,,51.5897645,-0.1051359,OpenStreetMap,False,,
HIGH,Paradise Kitchen,kebab,"15a, Turnpike Lane, N6 2, London",N6 2,,,51.5897645,-0.1051359,OpenStreetMap,False,,
HIGH,Paradise Kitchen,kebab,"15a, Turnpike Lane, N8 4, London",N8 4,,,51.5897645,-0.1051359,OpenStreetMap,False,,
HIGH,Paradise Kitchen,kebab,"15a, Turnpike Lane, N22 1, London",N22 1,,,51.5897645,-0.1051359,OpenStreetMap,False,,
HIGH,Paradise Kitchen,kebab,"15a, Turnpike Lane, N22 2, London",N22 2,,,51.5897645,-0.1051359,OpenStreetMap,False,,
HIGH,Paradise Kitchen,kebab,"15a, Turnpike Lane, N22 5, London",N22 5,,,51.5897645,-0.1051359,OpenStreetMap,False,,
HIGH,Paradise Kitchen,kebab,"15a, Turnpike Lane, N22 7, London",N22 7,,,51.5897645,-0.1051359,OpenStreetMap,False,,
HIGH,Paradise Kitchen,kebab,"15a, Turnpike Lane, N22 9, London",N22 9,,,51.5897645,-0.1051359,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 0, London",N17 0,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 1, London",N17 1,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 2, London",N17 2,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 3, London",N17 3,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 4, London",N17 4,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 5, London",N17 5,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 6, London",N17 6,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 7, London",N17 7,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 8, London",N17 8,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Fish & Chips,fast_food,"561, High Road, N17 9, London",N17 9,,,51.595706,-0.0689886,OpenStreetMap,False,,
HIGH,Pavro Ocakbasi,kebab,"N17 8, London",N17 8,,,51.604293,-0.0681991,OpenStreetMap,False,,
HIGH,Paya,thai,"N6 0, London",N6 0,,https://www.paya-cuisine.co.uk/,51.5745126,-0.141842,OpenStreetMap,True,2025-06-25,we have spoken
HIGH,Paya,thai,"N6 1, London",N6 1,,https://www.paya-cuisine.co.uk/,51.5745126,-0.141842,OpenStreetMap,True,2025-06-25,we have spoken
HIGH,Paya,thai,"N6 3, London",N6 3,,https://www.paya-cuisine.co.uk/,51.5745126,-0.141842,OpenStreetMap,True,2025-06-25,we have spoken
HIGH,Paya,thai,"N6 4, London",N6 4,,https://www.paya-cuisine.co.uk/,51.5745126,-0.141842,OpenStreetMap,True,2025-06-25,we have spoken
HIGH,Paya,thai,"N6 5, London",N6 5,,https://www.paya-cuisine.co.uk/,51.5745126,-0.141842,OpenStreetMap,True,2025-06-25,we have spoken
HIGH,Paya,thai,"N6 6, London",N6 6,,https://www.paya-cuisine.co.uk/,51.5745126,-0.141842,OpenStreetMap,True,2025-06-25,we have spoken
HIGH,Paya,thai,"N6 7, London",N6 7,,https://www.paya-cuisine.co.uk/,51.5745126,-0.141842,OpenStreetMap,True,2025-06-25,we have spoken
HIGH,Paya,thai,"N6 8, London",N6 8,,https://www.paya-cuisine.co.uk/,51.5745126,-0.141842,OpenStreetMap,True,2025-06-25,we have spoken
HIGH,Penang Express,malaysian,"11, Turnpike Lane, N2 8, London",N2 8,,,51.5898294,-0.1048617,OpenStreetMap,False,,
HIGH,Penang Express,malaysian,"11, Turnpike Lane, N6 2, London",N6 2,,,51.5898294,-0.1048617,OpenStreetMap,False,,
HIGH,Penang Express,malaysian,"11, Turnpike Lane, N8 4, London",N8 4,,,51.5898294,-0.1048617,OpenStreetMap,False,,
HIGH,Penang Express,malaysian,"11, Turnpike Lane, N22 1, London",N22 1,,,51.5898294,-0.1048617,OpenStreetMap,False,,
HIGH,Penang Express,malaysian,"11, Turnpike Lane, N22 2, London",N22 2,,,51.5898294,-0.1048617,OpenStreetMap,False,,
HIGH,Penang Express,malaysian,"11, Turnpike Lane, N22 5, London",N22 5,,,51.5898294,-0.1048617,OpenStreetMap,False,,
HIGH,Penang Express,malaysian,"11, Turnpike Lane, N22 7, London",N22 7,,,51.5898294,-0.1048617,OpenStreetMap,False,,
HIGH,Penang Express,malaysian,"11, Turnpike Lane, N22 9, London",N22 9,,,51.5898294,-0.1048617,OpenStreetMap,False,,
HIGH,Pepe's,chicken,"N22 0, London",N22 0,,,51.6113587,-0.1092724,OpenStreetMap,False,,
HIGH,Pepe's,chicken,"N22 3, London",N22 3,,,51.6113587,-0.1092724,OpenStreetMap,False,,
HIGH,Pepe's,chicken,"N22 4, London",N22 4,,,51.6113587,-0.1092724,OpenStreetMap,False,,
HIGH,Perfect Chicken and Pizza,chicken,"298, West Green Road, N15 1, London",N15 1,,,51.5863317,-0.0906299,OpenStreetMap,False,,
HIGH,Perfect Chicken and Pizza,chicken,"298, West Green Road, N15 9, London",N15 9,,,51.5863317,-0.0906299,OpenStreetMap,False,,
HIGH,Perfect Fried Chicken,fast_food,"124, West Green Road, N15 2, London",N15 2,,,51.5852861,-0.0786468,OpenStreetMap,False,,
HIGH,Perfect Fried Chicken,fast_food,"124, West Green Road, N15 3, London",N15 3,,,51.5852861,-0.0786468,OpenStreetMap,False,,
HIGH,Perfect Fried Chicken,fast_food,"124, West Green Road, N15 7, London",N15 7,,,51.5852861,-0.0786468,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 0, London",N17 0,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 1, London",N17 1,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 2, London",N17 2,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 3, London",N17 3,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 4, London",N17 4,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 5, London",N17 5,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 6, London",N17 6,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 7, London",N17 7,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 8, London",N17 8,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pikkle Peppa Caribbean,fast_food,"N17 9, London",N17 9,,,51.5981658,-0.0775512,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 0, London",N4 0,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 1, London",N4 1,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 2, London",N4 2,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 3, London",N4 3,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 4, London",N4 4,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 5, London",N4 5,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 6, London",N4 6,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 7, London",N4 7,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza Galaxy,pizza,"38, Wightman Road, N4 8, London",N4 8,,,51.576836,-0.1039807,OpenStreetMap,False,,
HIGH,Pizza GoGo,pizza,"85, Tottenham Lane, N8 0, London",N8 0,+44 20 8342 9475,https://www.pizzagogo.co.uk/stores/hornsey,51.5837718,-0.1163402,OpenStreetMap,False,,
HIGH,Pizza GoGo,pizza,"85, Tottenham Lane, N8 1, London",N8 1,+44 20 8342 9475,https://www.pizzagogo.co.uk/stores/hornsey,51.5837718,-0.1163402,OpenStreetMap,False,,
HIGH,Pizza GoGo,pizza,"85, Tottenham Lane, N8 2, London",N8 2,+44 20 8342 9475,https://www.pizzagogo.co.uk/stores/hornsey,51.5837718,-0.1163402,OpenStreetMap,False,,
HIGH,Pizza GoGo,pizza,"85, Tottenham Lane, N8 5, London",N8 5,+44 20 8342 9475,https://www.pizzagogo.co.uk/stores/hornsey,51.5837718,-0.1163402,OpenStreetMap,False,,
